,clouds,humidity,temp,type,visibility,windSpeed,weatherCond_Clear,weatherCond_Clouds,weatherCond_Fog,weatherCond_Haze,weatherCond_Rain,weatherCond_Smoke,weatherCond_Snow,weatherCond_Thunderstorm
BC66A34D-ECE9-41F5-9521-FD443091A952,1,40,72.0,1,10.0,8.0,0,1,0,0,0,0,0,0
09967657-AB61-4833-9B26-306B85EDDC6F,1,13,86.0,0,10.0,8.0,1,0,0,0,0,0,0,0
CC7D2CFD-9860-473D-94D4-7B08F3B55855,90,96,61.0,1,1.0,2.0,0,0,1,0,0,0,0,0
F07AC5CD-8F11-4A88-9448-91C28B2748E9,20,42,50.0,1,10.0,6.0,0,1,0,0,0,0,0,0
40D198B3-654E-4613-B1C3-92E9CE4F49AF,1,58,60.0,1,10.0,2.0,1,0,0,0,0,0,0,0
55b5ab20-0fd5-11e8-a3de-a95bf78953b0,20,51,36.0,0,10.0,9.0,0,1,0,0,0,0,0,0
E0200545-0E4C-4F4B-BA3D-91F8C9D48E8F,75,37,67.0,0,10.0,14.0,0,1,0,0,0,0,0,0
31A96EF7-2538-480A-BDEA-56D1E765F184,90,82,57.0,0,10.0,3.0,0,0,0,1,0,0,0,0
730CF293-963F-4F60-A6AA-8A12911F46ED,90,56,41.0,1,10.0,18.0,0,1,0,0,0,0,0,0
D959ACCA-ADE3-46DB-88A1-F4726809C651,92,95,60.0,0,0.0,2.0,0,1,0,0,0,0,0,0
4A62959E-F713-45C2-BB0D-DCD19907B024,90,87,58.0,1,6.0,6.0,0,0,0,0,1,0,0,0
EEA3C6F5-EDD1-4987-84DB-27026C77E996,40,72,59.0,1,10.0,10.0,0,0,0,0,1,0,0,0
0A9AC29F-5A3B-4435-81EB-EEA1E0A439D7,1,57,47.0,1,10.0,11.0,0,1,0,0,0,0,0,0
B1EC6E33-C1E5-40B5-B45E-381B83D040E5,90,93,56.0,1,10.0,4.0,0,1,0,0,0,0,0,0
9A95E6AA-7B5F-4279-8C9B-9619B258EEFB,90,100,71.0,0,0.0,2.0,0,0,1,0,0,0,0,0
47C3B9A2-AB52-4521-9AA7-4392852D475D,1,52,62.0,0,10.0,10.0,1,0,0,0,0,0,0,0
D5608F90-2FD8-405D-801A-0549BBBF80FD,75,94,72.0,0,6.0,4.0,0,0,0,0,1,0,0,0
9472FFCE-F261-457E-881E-85F2A9ABAA6B,1,51,83.0,0,10.0,9.0,0,0,0,0,1,0,0,0
c93a45c0-1d62-11e8-a82b-612b1252bc3b,1,62,54.0,1,10.0,5.0,1,0,0,0,0,0,0,0
F162FFA7-2E02-42DB-A6B9-84070C1FCC96,40,82,56.0,0,15.0,3.0,0,0,0,1,0,0,0,0
2cc65bc0-0c0f-11e8-9797-2dbf24b43108,90,68,27.0,1,2.0,10.0,0,0,0,0,1,0,0,0
B570049A-6925-4421-8DE5-AC448417E826,48,94,46.0,0,0.0,3.0,0,1,0,0,0,0,0,0
71d687d0-6b0a-11e8-94b2-450c492cae1e,1,87,56.0,0,10.0,3.0,0,0,1,0,0,0,0,0
fb2e5b80-0a79-11e8-976c-d18004c7293c,90,58,35.0,1,8.0,10.0,1,0,0,0,0,0,0,0
7A1BF980-65D1-4F22-96B7-8EB813B2A656,90,90,72.0,0,10.0,9.0,0,1,0,0,0,0,0,0
F53FC095-EDBE-4E0E-AAC7-37BC042E9C8E,1,13,86.0,0,10.0,8.0,1,0,0,0,0,0,0,0
EB9707D9-A5CF-43C4-AB6C-1F04D6D64069,1,56,71.0,1,10.0,6.0,0,1,0,0,0,0,0,0
5c4bf7c0-e689-11e7-8777-fd0da64a37b6,1,40,38.0,1,10.0,9.0,0,1,0,0,0,0,0,0
ED0826DE-0931-4C45-93BC-107907787D67,5,82,59.0,1,10.0,9.0,1,0,0,0,0,0,0,0
22DBFC4A-8DB5-43EE-8230-F2F8658886A7,40,64,71.0,0,10.0,13.0,0,1,0,0,0,0,0,0
7e5bb320-8d6d-11e7-80ea-b5b2161ddc58,90,93,60.0,0,10.0,8.0,0,1,0,0,0,0,0,0
6B584005-B1EF-4AAF-B161-1057C8AABEC3,1,83,79.0,0,10.0,3.0,1,0,0,0,0,0,0,0
0563DDE9-331C-43EC-96F7-BF987ADE07FD,90,94,72.0,1,2.0,5.0,0,0,0,0,1,0,0,0
BF42FA3A-A936-4E88-91CD-CC1722A5BC5E,75,83,64.0,1,10.0,9.0,0,0,0,0,1,0,0,0
FC3A9503-3577-4305-8485-E0D95CD436A4,1,76,57.0,1,10.0,3.0,1,0,0,0,0,0,0,0
8B4BAC66-9736-47CF-AB7D-210E5D855077,40,64,58.0,1,10.0,12.0,0,1,0,0,0,0,0,0
4113A4C6-2D75-46D9-8E63-B5C5790283F0,1,51,55.0,1,10.0,3.0,0,1,0,0,0,0,0,0
96E3DCF0-F5B2-473B-9C04-9B582DEBA603,40,58,28.0,1,10.0,11.0,0,1,0,0,0,0,0,0
F4C624E4-286F-4030-AE40-5F54296A77F0,90,88,68.0,1,10.0,4.0,0,1,0,0,0,0,0,0
DFCE40EB-1261-4733-98CF-3343298748AE,90,100,72.0,0,1.0,4.0,0,0,0,0,1,0,0,0
86A47D39-2E1A-464F-88B5-10983A589679,1,91,27.0,1,10.0,8.0,1,0,0,0,0,0,0,0
1C8A8A09-C300-4D9D-B8C3-6F27255074BF,75,59,35.0,1,10.0,10.0,0,1,0,0,0,0,0,0
01EAB7E7-D5EB-407A-A307-CC8CEF6AB7F0,90,82,65.0,1,10.0,6.0,0,1,0,0,0,0,0,0
FAC03C70-BA99-4C03-A803-D17ABC1A7B00,1,59,62.0,1,10.0,3.0,0,1,0,0,0,0,0,0
798E1840-41F2-4EB3-9779-6B58C94325EA,90,100,55.0,1,10.0,5.0,0,0,0,0,1,0,0,0
B608FAB4-5A64-4B35-A590-4D73A4673EBB,75,90,72.0,0,10.0,3.0,0,1,0,0,0,0,0,0
ED817D3F-C9C7-4FB2-83AB-6C7D806B8BD2,40,78,70.0,1,15.0,9.0,1,0,0,0,0,0,0,0
C73D0E2D-FBF4-4E15-A2CC-7464AA8A6C06,90,56,45.0,1,10.0,9.0,0,0,0,0,1,0,0,0
59A22453-FB78-44C8-BCF1-884D88C17FB1,90,86,31.0,1,10.0,6.0,0,1,0,0,0,0,0,0
81CA0923-A9EC-4B97-ABA7-19D00F059C5C,1,77,59.0,1,10.0,6.0,0,1,0,0,0,0,0,0
A273F270-DE31-45C0-B77F-0EF8DE909861,75,100,72.0,0,10.0,4.0,0,1,0,0,0,0,0,0
7F333C71-DB92-4CB2-B7F5-5FF27D3D6154,90,100,74.0,0,5.0,8.0,0,0,0,0,1,0,0,0
DA3F6F90-2528-4097-87A3-81CD0F0AC912,90,93,57.0,1,9.0,8.0,0,0,0,0,1,0,0,0
740C0FC9-9BDE-49E0-94D2-1E1BD379CD6B,40,88,73.0,0,10.0,5.0,0,0,0,0,1,0,0,0
95866821-B739-4BC4-BEE5-3ED66A4CB859,90,96,68.0,1,2.0,3.0,0,0,0,0,1,0,0,0
371B390D-1910-40C6-8929-CD9C8B5D4962,40,78,70.0,1,15.0,9.0,1,0,0,0,0,0,0,0
9281B889-4105-4CD3-8212-B88FB9347362,20,56,70.0,0,10.0,9.0,0,1,0,0,0,0,0,0
e85cc570-56db-11e7-8cfd-b73548e46803,20,44,80.0,1,10.0,6.0,0,1,0,0,0,0,0,0
AAD0E256-7748-4143-BC71-7114D3ABE78D,1,77,37.0,1,10.0,2.0,1,0,0,0,0,0,0,0
35C1F5CE-F649-4B7C-A111-F7FDFD9A36DC,1,72,70.0,0,10.0,3.0,1,0,0,0,0,0,0,0
F0B10419-941A-4EF7-B2DB-4CC668EEA341,90,100,68.0,1,0.0,2.0,1,0,0,0,0,0,0,0
1D9C6B3D-B3F9-4F11-B1C2-24789DAD423E,1,35,72.0,0,10.0,8.0,1,0,0,0,0,0,0,0
EB150949-D93C-4747-857B-67DB1E53D30C,1,62,91.0,0,10.0,6.0,0,0,0,1,0,0,0,0
6232A15C-A14D-4F6B-BF99-540C8C2CC3C0,40,42,79.0,0,10.0,2.0,0,1,0,0,0,0,0,0
1C68FA64-B69F-48C7-9809-62EC3845F1B8,90,100,66.0,1,2.0,2.0,0,0,0,1,0,0,0,0
54CE0E90-3316-4B56-8907-04E170964F81,75,77,60.0,1,10.0,6.0,0,0,0,0,1,0,0,0
328A2899-E7FF-4D2D-BF13-E096D70FB680,90,100,71.0,0,3.0,2.0,0,0,1,0,0,0,0,0
1ea4f880-487d-11e8-9f1d-0fc4e10eeb97,90,93,52.0,1,3.0,11.0,0,0,0,0,1,0,0,0
64C74CA5-EC53-4257-A247-128FD5E8D7AB,20,46,76.0,0,10.0,12.0,0,1,0,0,0,0,0,0
3c21df80-6981-11e7-9a49-13a7ba58ee27,40,61,80.0,1,10.0,3.0,1,0,0,0,0,0,0,0
E5C77B6D-63CB-41C9-82DD-202007CC62FD,1,55,86.0,1,10.0,10.0,0,1,0,0,0,0,0,0
FA92E6DF-11C9-4366-8CA7-0C265454D241,75,80,29.0,1,10.0,6.0,0,1,0,0,0,0,0,0
5D3BCD1A-30D3-405E-95CA-1338920E3B21,90,72,61.0,0,10.0,11.0,0,0,0,0,1,0,0,0
5B656913-1C14-4213-95E6-ADF9D2662EB3,20,58,67.0,1,10.0,17.0,0,1,0,0,0,0,0,0
800445CF-46DE-44ED-86E3-1A041F6CF9C3,90,74,54.0,1,10.0,5.0,0,0,0,0,1,0,0,0
5BCFAF88-B5E9-4F5F-B11A-E8FCDA9D2650,75,61,80.0,0,10.0,9.0,0,1,0,0,0,0,0,0
10359DDE-8F4D-4A07-9ED7-8F5F8F9896B8,75,69,37.0,1,10.0,9.0,0,1,0,0,0,0,0,0
4BA1090F-F860-4C09-A50C-D28CD01771AB,1,86,30.0,1,10.0,4.0,0,0,0,0,1,0,0,0
4C27ACAB-F733-42F8-BE59-7E6603AAC078,1,48,19.0,1,10.0,18.0,1,0,0,0,0,0,0,0
7BC0BC72-FE1E-47FC-9138-DC9DD7F0B5A2,90,81,53.0,1,8.0,8.0,0,0,0,0,1,0,0,0
2D44F7DD-ADC7-4969-B8AF-AB0F01696F63,75,55,39.0,1,10.0,13.0,0,1,0,0,0,0,0,0
46864a10-5ea9-11e8-b189-3b444d73352a,1,56,72.0,0,10.0,11.0,1,0,0,0,0,0,0,0
BA690580-9BDB-44E1-A368-745C605F431E,90,76,49.0,1,10.0,10.0,0,0,0,0,1,0,0,0
cf1df5b0-7864-11e8-9317-7197d277a846,20,100,65.0,0,2.0,6.0,0,0,0,0,0,0,0,1
B1669B41-3EE0-48C4-9F84-B53F002ED771,5,82,59.0,1,10.0,9.0,1,0,0,0,0,0,0,0
A13C6FC3-25F5-46FC-B8F9-ABAF1C457644,40,45,87.0,0,10.0,13.0,0,1,0,0,0,0,0,0
af693e60-c931-11e7-8638-59b0870a8bdf,1,80,32.0,1,10.0,8.0,0,1,0,0,0,0,0,0
706fd780-5dae-11e7-8e26-f381caef534c,40,54,82.0,1,10.0,8.0,0,1,0,0,0,0,0,0
03B00035-A25A-4590-94F7-090CC9E614D9,1,75,43.0,1,10.0,9.0,0,1,0,0,0,0,0,0
579C9191-6EFB-477C-BBC9-4C534A5E4091,40,61,74.0,0,10.0,4.0,0,0,0,0,1,0,0,0
A6321310-BE0B-40EB-9705-42302F41F2AC,90,100,69.0,1,5.0,4.0,0,0,0,0,1,0,0,0
f9999e20-ebe2-11e7-ba0c-a37cf8f6d6f8,20,43,13.0,1,10.0,22.0,0,1,0,0,0,0,0,0
218690c0-4e1b-11e7-ae62-f93346813335,40,42,84.0,1,10.0,13.0,0,1,0,0,0,0,0,0
569A1F91-7A43-43E2-B7E8-AF1DE38174AD,20,93,62.0,0,10.0,3.0,0,1,0,0,0,0,0,0
E597B679-D1E6-4B93-83BC-7EB0A30118ED,1,18,60.0,0,10.0,3.0,1,0,0,0,0,0,0,0
9067ca20-723e-11e8-a5e0-89e353729831,1,34,79.0,0,10.0,3.0,1,0,0,0,0,0,0,0
03567C18-EC38-4A51-AD35-65D8ADACF0EF,90,87,55.0,1,10.0,4.0,0,1,0,0,0,0,0,0
E7196991-1A2B-40C3-857B-00A076505AD6,1,87,51.0,0,10.0,4.0,0,0,1,0,0,0,0,0
85C14D58-DDBF-4B0A-909A-E271DA45ED8F,1,100,26.0,1,10.0,7.0,1,0,0,0,0,0,0,0
FA578D86-0AE3-4679-B098-AF5B52872054,1,33,83.0,1,10.0,10.0,1,0,0,0,0,0,0,0
AC20527B-7645-4511-80C6-F21B625887B0,75,88,78.0,0,10.0,9.0,0,0,0,0,1,0,0,0
DD208A8A-4D95-4B70-9103-537DEEBF58F7,75,72,68.0,1,10.0,11.0,0,1,0,0,0,0,0,0
E21F88EF-3B6C-4732-A1E1-3186CC07B369,75,14,87.0,0,10.0,20.0,0,1,0,0,0,0,0,0
8FA36E55-492A-4FCF-8B78-9A35CBA344CC,1,41,41.0,1,10.0,9.0,0,1,0,0,0,0,0,0
B28636C7-C3ED-4C13-B93D-8AB28F8B5370,90,93,65.0,0,9.0,3.0,0,0,0,0,1,0,0,0
344900A9-BA4E-443C-9ACD-83D71D5279D7,1,29,23.0,1,10.0,17.0,1,0,0,0,0,0,0,0
F3ABEEB7-83F5-4EB7-B4E6-C6DA14478C3A,20,50,68.0,0,10.0,13.0,0,1,0,0,0,0,0,0
94BF119B-D87E-45E3-9222-A3A60B747128,1,69,72.0,0,10.0,8.0,1,0,0,0,0,0,0,0
DEDC4F96-223E-42D8-8C5D-D1A71349E571,90,88,77.0,0,7.0,8.0,0,0,0,0,1,0,0,0
21BF185D-5D6F-4DBC-8F05-A21C60661D13,20,47,75.0,0,20.0,9.0,0,1,0,0,0,0,0,0
EA73B513-95DD-4912-B1DB-3DCA273E7FF3,90,100,56.0,1,3.0,3.0,0,1,0,0,0,0,0,0
90DE13FB-6381-4866-84FB-EB9881A17630,20,60,70.0,1,10.0,9.0,0,1,0,0,0,0,0,0
8e885260-2919-11e8-8935-dd3ce7aea6d7,75,80,32.0,1,15.0,11.0,0,0,0,0,0,0,1,0
319B435A-6B0D-43AD-8221-B3F6FC1283BC,90,100,65.0,1,1.0,4.0,0,0,0,0,1,0,0,0
4874D1A0-CC1F-404D-AA82-DAAD872D6E4E,75,87,72.0,1,10.0,9.0,0,0,0,0,1,0,0,0
8BD8D398-CC02-45D6-84D2-31440280173F,75,60,71.0,0,20.0,5.0,0,1,0,0,0,0,0,0
566D7EEE-66FF-466E-A014-8C7E90A93222,40,60,66.0,1,10.0,6.0,0,0,0,0,1,0,0,0
35601089-9B95-4896-9D92-4460A2631AA1,90,81,53.0,1,8.0,8.0,0,0,0,0,1,0,0,0
7BF917FB-407C-48D6-B3D0-A2801C5263CC,90,100,71.0,0,0.0,2.0,0,0,1,0,0,0,0,0
99ba1080-f221-11e7-99cb-c3cfe3431597,20,50,8.0,1,10.0,25.0,0,1,0,0,0,0,0,0
570ECB39-D646-4FB7-9ECD-CB1F19C9204F,1,62,63.0,1,10.0,11.0,1,0,0,0,0,0,0,0
4D712291-C08D-4573-9C02-E0986ED1A7B7,1,37,52.0,1,10.0,5.0,1,0,0,0,0,0,0,0
FA5CA1FF-0F43-40E2-AB3E-4EBE2AB3D111,1,50,77.0,0,10.0,6.0,1,0,0,0,0,0,0,0
4AB5A0AD-A3FD-4838-A8C3-67A09923F9F8,75,75,41.0,1,10.0,5.0,0,0,0,0,1,0,0,0
105B7B0D-95E7-4304-BD58-D99A18836384,40,55,90.0,0,10.0,5.0,0,0,0,0,0,0,0,1
3B317F4C-239A-4773-A428-0404846FEC60,90,70,65.0,1,10.0,3.0,0,1,0,0,0,0,0,0
807D4D0C-99D2-440D-8DC8-4205A765375D,1,38,74.0,0,10.0,9.0,1,0,0,0,0,0,0,0
089b4cf0-0db4-11e8-85a5-7b68377429cd,75,54,29.0,1,10.0,6.0,0,0,0,0,0,0,1,0
D95A279C-32EF-4885-BF2E-1D4A0DD373F6,90,58,55.0,1,10.0,10.0,1,0,0,0,0,0,0,0
0ae247a0-3e44-11e8-a931-09b27e85cab9,40,69,39.0,1,10.0,5.0,0,0,0,0,1,0,0,0
EF9619CB-BE9C-4B9A-99FA-A3E7882100CD,90,87,54.0,1,10.0,9.0,0,0,0,0,1,0,0,0
45696f90-5e81-11e8-a6c5-29e8b9c17254,75,100,60.0,0,3.0,3.0,0,0,0,0,1,0,0,0
27FF42E7-B2A3-4D14-AFCA-18F36FB7281A,90,84,71.0,1,10.0,4.0,0,0,0,0,1,0,0,0
FCC0CDE1-AD26-45BE-9C0A-3C2B05F88953,1,71,53.0,1,10.0,6.0,0,0,1,0,0,0,0,0
307E13F1-0A98-4266-AD3B-645D27646174,90,93,62.0,1,10.0,4.0,0,1,0,0,0,0,0,0
1570f840-29d8-11e8-af7d-07b3f62c816b,1,53,26.0,1,10.0,7.0,1,0,0,0,0,0,0,0
f7bbe250-64d4-11e8-b9fa-c5edf29718b7,75,82,65.0,0,10.0,7.0,0,0,0,0,1,0,0,0
8B18091D-3011-44DC-A371-32B51A5CFE8A,1,83,65.0,0,9.0,4.0,0,0,1,0,0,0,0,0
F2468B56-F2B7-4953-BF47-FD6597C7AE0E,40,76,70.0,1,10.0,10.0,0,1,0,0,0,0,0,0
13FC4D40-FD2F-43F4-ABD8-BBBCFD3859D8,75,71,56.0,1,10.0,5.0,0,0,0,0,1,0,0,0
60982040-b73d-11e7-885e-55d0e7cc0ef0,1,40,66.0,1,10.0,6.0,1,0,0,0,0,0,0,0
DDB60372-915B-4B65-8886-A050ACFD1194,20,31,89.0,1,10.0,4.0,1,0,0,0,0,0,0,0
05152F4B-E99D-4BEC-88DD-3D4DB12E8A98,20,44,41.0,1,10.0,8.0,0,1,0,0,0,0,0,0
63473390-9955-11e7-aab1-9b08c52561c7,75,88,71.0,1,2.0,3.0,0,0,0,0,1,0,0,0
7cd4c410-6fc1-11e8-a688-1dee7bbf2a66,1,72,66.0,0,10.0,6.0,1,0,0,0,0,0,0,0
0D961A90-E453-4F9D-8DFF-2BB48D0033F6,90,100,34.0,1,0.0,1.0,0,1,0,0,0,0,0,0
51ED2889-CE87-40E8-BB20-CE8F711891EB,20,40,72.0,0,10.0,3.0,0,1,0,0,0,0,0,0
5B612FF5-0ABA-46DF-BFA6-6B18E9416A06,75,45,40.0,1,10.0,17.0,1,0,0,0,0,0,0,0
C9E72B86-03B2-4D0F-89BF-5B1B752B8A11,1,36,75.0,1,10.0,17.0,1,0,0,0,0,0,0,0
dafbf190-c084-11e7-9e5f-af697887e27f,1,100,59.0,1,2.0,4.0,0,1,0,0,0,0,0,0
C2DE2BC5-4970-4823-B24F-AA967B96BBD7,75,88,73.0,0,10.0,5.0,0,1,0,0,0,0,0,0
09D84E39-807C-4FFD-9D90-A99C3C6B8547,90,88,63.0,0,3.0,3.0,0,0,1,0,0,0,0,0
1E8A0181-D13B-469B-AA49-DA16EFF6C227,1,33,73.0,0,10.0,9.0,1,0,0,0,0,0,0,0
1e921860-bef7-11e7-8d6e-8fcb78566a93,1,74,37.0,1,10.0,2.0,0,1,0,0,0,0,0,0
1EFFD4B4-D05B-4813-A73B-476B19F5BC88,90,96,63.0,0,0.0,3.0,0,0,1,0,0,0,0,0
e6f43cc0-805d-11e8-8569-11e7df984271,40,69,80.0,0,10.0,9.0,0,0,0,0,1,0,0,0
C1E16B18-8396-4031-A312-22C70D405C6C,75,80,39.0,0,10.0,12.0,0,1,0,0,0,0,0,0
890AB6D3-2F8C-4BBD-87A2-47E397594574,1,46,73.0,1,10.0,6.0,0,1,0,0,0,0,0,0
3471113F-C67E-4EBB-BC52-E6E770266B90,1,43,81.0,0,10.0,6.0,1,0,0,0,0,0,0,0
E8DC9365-C02F-4744-ADAA-A276B67CC046,1,61,77.0,1,10.0,6.0,0,1,0,0,0,0,0,0
78C2C6F4-EBCA-443D-97F4-B1B3D41686EB,90,93,56.0,1,7.0,6.0,0,0,0,0,1,0,0,0
C964EB48-0DDD-4C04-BE86-5AB791A7B4D7,1,34,81.0,0,10.0,5.0,1,0,0,0,0,0,0,0
2CDAE86D-C2BE-469E-BBE8-89BE8E754593,75,68,69.0,1,20.0,5.0,0,1,0,0,0,0,0,0
5552FA54-EF11-4888-977E-1B88A0B62E77,20,94,71.0,1,5.0,3.0,0,1,0,0,0,0,0,0
9F65D7E0-AC5C-48B0-8A8A-592629624832,1,61,78.0,0,10.0,4.0,1,0,0,0,0,0,0,0
5089682B-006B-4296-8498-3DBA3655870B,75,78,76.0,1,10.0,12.0,0,1,0,0,0,0,0,0
B7C11EAA-0A1A-4DDE-88E4-57CE7A508773,90,87,71.0,1,7.0,4.0,0,0,0,0,1,0,0,0
85042460-f47d-11e7-9a4c-2fac86b77a42,1,53,19.0,1,10.0,8.0,0,1,0,0,0,0,0,0
6C93B436-7C6E-4562-ACF5-AB60E674FB19,90,56,38.0,1,10.0,13.0,0,1,0,0,0,0,0,0
3AD7FABB-14E9-4E7B-88E7-4B8F5CE8AA83,32,48,68.0,0,0.0,3.0,0,1,0,0,0,0,0,0
06A0C4DB-A739-44A7-9D36-08317CE1ECD3,75,87,55.0,1,10.0,10.0,0,0,0,0,1,0,0,0
1060A01C-5921-47F7-B539-1265F1DEE19A,40,100,67.0,1,10.0,3.0,0,0,1,0,0,0,0,0
4B187167-6236-4DBA-9177-9E9C7694E418,75,86,41.0,1,9.0,5.0,0,0,0,0,1,0,0,0
6C1A70C4-2C67-4A1F-8046-79121803B0BC,75,81,50.0,1,10.0,9.0,0,1,0,0,0,0,0,0
84F56CC0-53DA-4CFF-93BD-99CDAE2BC696,75,55,35.0,1,10.0,11.0,0,1,0,0,0,0,0,0
FE005606-4E10-4F3B-8588-E6B0B8DE54EC,75,64,73.0,0,10.0,5.0,0,0,0,0,1,0,0,0
4D8F639F-B2BC-4F12-AE32-03EBBDABD9BE,1,51,83.0,0,10.0,9.0,0,0,0,0,1,0,0,0
C090D841-AB30-4F26-98C0-AFE83BDC3295,1,44,74.0,0,10.0,5.0,1,0,0,0,0,0,0,0
801a7290-ad08-11e7-b2ad-29522b26e64b,90,88,73.0,1,5.0,11.0,0,0,0,0,1,0,0,0
FFB69BDF-D8CC-4E12-A944-3AC7FB582383,1,45,81.0,0,10.0,3.0,1,0,0,0,0,0,0,0
B0E4BE1D-A924-4E77-B695-F2EA9B7CEBC9,90,90,66.0,1,6.0,8.0,0,0,0,0,1,0,0,0
8AC4DE2F-6FF9-42FF-9FAB-1801EA629C56,1,55,62.0,1,10.0,6.0,1,0,0,0,0,0,0,0
3747FCE1-834A-49C5-8AE9-7A94FF524AEA,90,77,66.0,1,5.0,3.0,1,0,0,0,0,0,0,0
751E1816-1F20-4A54-8188-D89DB8B98064,90,81,53.0,1,8.0,8.0,0,0,0,0,1,0,0,0
3AB3093B-1DCB-4747-90C2-E0FD074D3ED0,75,74,37.0,1,9.0,5.0,0,1,0,0,0,0,0,0
45FD33B6-80FC-4126-A249-3970DE758431,1,86,56.0,1,10.0,13.0,1,0,0,0,0,0,0,0
8713E80D-9184-49E7-A023-4B36AAA9F351,1,64,36.0,1,10.0,5.0,0,1,0,0,0,0,0,0
04b593d0-5dd7-11e7-8932-b96748e46eb9,75,66,87.0,1,15.0,6.0,0,1,0,0,0,0,0,0
E8CFE1D7-2CC6-47A2-885E-B954C62038CF,92,95,60.0,1,0.0,2.0,0,1,0,0,0,0,0,0
1A9E11C6-8F6C-4C13-8430-CA708FC0A655,90,87,55.0,1,5.0,8.0,0,1,0,0,0,0,0,0
c138bf30-3ff1-11e8-87f1-bb394738a7ce,1,48,64.0,0,10.0,6.0,1,0,0,0,0,0,0,0
429B0929-5DF7-4BBB-83B5-AF5447E15807,90,43,65.0,1,10.0,9.0,0,0,0,0,1,0,0,0
AF333F70-B40F-45DC-983A-E004C8A80DA4,1,51,83.0,0,10.0,9.0,0,0,0,0,1,0,0,0
E75AE9BB-887E-4569-ADDF-3BC069B294FC,1,49,69.0,1,10.0,9.0,1,0,0,0,0,0,0,0
4CC5B833-0C3B-4BC0-9372-D5917C37CD34,90,93,66.0,0,1.0,4.0,0,0,0,0,1,0,0,0
7FEF1753-787B-4273-A9F6-8C7E6E5B8A87,75,77,61.0,1,10.0,3.0,0,1,0,0,0,0,0,0
82ABF8F8-037E-45F6-BC6B-B45F9BE57DC6,20,75,55.0,0,10.0,3.0,0,0,0,1,0,0,0,0
ac39c200-6086-11e7-be36-e17cbde4202e,90,94,61.0,0,10.0,5.0,0,1,0,0,0,0,0,0
1BA74319-C4BB-4BB8-870F-DB8088DEFC95,90,81,53.0,1,8.0,8.0,0,0,0,0,1,0,0,0
FD54DC94-1015-4989-840A-5EF354405913,90,73,69.0,1,20.0,11.0,1,0,0,0,0,0,0,0
02D5E57C-37AA-401A-9428-1F3A8DC44664,90,93,55.0,0,4.0,5.0,0,0,0,0,1,0,0,0
B4373A90-AEF0-4E64-BC79-6977492DB008,40,58,55.0,1,10.0,9.0,1,0,0,0,0,0,0,0
5d925800-ee6c-11e7-bf44-8ba7144802f5,75,47,14.0,1,10.0,18.0,1,0,0,0,0,0,0,0
E7323835-BFED-4B8F-8077-4453814BE570,90,71,50.0,1,10.0,3.0,0,0,0,0,1,0,0,0
0C10CF0C-CF5E-4A58-8927-02E5898B6494,1,76,55.0,0,10.0,3.0,1,0,0,0,0,0,0,0
e73502a0-1bbd-11e8-92ce-7bf5d28e1d04,1,47,31.0,1,10.0,4.0,1,0,0,0,0,0,0,0
59FD12AD-AE41-4D15-92E1-A40183C328FD,1,72,62.0,0,10.0,3.0,0,0,0,0,1,0,0,0
332E43CE-51A2-4061-A887-D5B439457426,20,94,73.0,0,20.0,3.0,0,0,0,0,1,0,0,0
584936e0-2e98-11e8-a70d-6df1e1b07e15,1,55,34.0,1,10.0,4.0,1,0,0,0,0,0,0,0
F9BF1FBB-65E4-4306-BE7A-61086AA2418C,1,31,89.0,0,10.0,8.0,1,0,0,0,0,0,0,0
64E93CE7-47D6-4E59-9A8B-9458C462B33A,90,87,53.0,1,10.0,4.0,0,0,0,0,1,0,0,0
4EBFBC8D-A692-4981-BC3A-AD90A3CC1AF0,1,100,68.0,0,10.0,4.0,1,0,0,0,0,0,0,0
C07AE7BF-7B73-438F-BFFD-70D9C0C9F725,1,45,84.0,0,10.0,6.0,1,0,0,0,0,0,0,0
A4C552F0-2942-4DA2-B50D-8F8B9BB52091,20,50,68.0,1,10.0,13.0,0,1,0,0,0,0,0,0
E9DAC7B0-B372-4152-924F-87F245E7BB0B,90,63,63.0,0,10.0,8.0,0,1,0,0,0,0,0,0
41F4347E-6316-4428-850A-1111CAE1065F,1,77,56.0,1,10.0,8.0,1,0,0,0,0,0,0,0
C8EED263-4F50-47A1-8E3D-55909FD468D7,90,59,65.0,1,8.0,5.0,0,1,0,0,0,0,0,0
707B5433-C03B-4B0E-B84E-7C9FD70F9221,1,93,62.0,0,10.0,5.0,1,0,0,0,0,0,0,0
cbebf5b0-6ad0-11e7-908f-4b064f587a76,1,87,56.0,0,10.0,6.0,0,1,0,0,0,0,0,0
1CB92B53-627E-4101-B133-9BF5DEB128EF,75,100,52.0,0,3.0,2.0,0,0,1,0,0,0,0,0
6E0E7DE6-78E6-436C-86F6-187AE6EFB4C9,40,23,97.0,1,10.0,8.0,0,1,0,0,0,0,0,0
EA7A7413-104F-483F-A8FD-C9189B6643FA,90,93,39.0,1,1.0,16.0,0,0,0,0,1,0,0,0
0C8363C6-56A4-4C07-B24F-5FC0D1F28113,1,100,40.0,1,7.0,4.0,1,0,0,0,0,0,0,0
39E0D631-7450-4BC1-B74A-C11459CC9262,90,100,45.0,1,1.0,3.0,0,0,0,0,1,0,0,0
